6.88F,Most contested,56,10,Chen
6.88F,Most contested,57,10,Vengeful Spirit
6.88F,Most contested,58,9,Medusa
6.88F,Most contested,59,9,Pudge
6.88F,Most contested,60,9,Terrorblade
6.88F,Most contested,61,9,Lion
6.88F,Most contested,62,8,Shadow Fiend
6.88F,Most contested,63,8,Pugna
6.88F,Most contested,64,8,Magnus
6.88F,Most contested,65,7,Venomancer
6.88F,Most contested,66,7,Spirit Breaker
6.88F,Most contested,67,7,Enchantress
6.88F,Most contested,68,6,Meepo
6.88F,Most contested,69,6,Leshrac
6.88F,Most contested,70,6,Ancient Apparition
6.88F,Most contested,71,6,Centaur Warrunner
6.88F,Most contested,72,5,Crystal Maiden
6.88F,Most contested,73,5,Bane
6.88F,Most contested,74,5,Enigma
6.88F,Most contested,75,5,Treant Protector
6.88F,Most contested,76,5,Winter Wyvern
6.88F,Most contested,77,5,Death Prophet
6.88F,Most contested,78,4,Doom
6.88F,Most contested,79,4,Night Stalker
6.88F,Most contested,80,4,Ember Spirit
6.88F,Most contested,81,4,Lich
6.88F,Most contested,82,4,Abaddon
6.88F,Most contested,83,4,Tiny
6.88F,Most contested,84,4,Earthshaker
6.88F,Most contested,85,3,Skywrath Mage
6.88F,Most contested,86,3,Bloodseeker
6.88F,Most contested,87,3,Broodmother
6.88F,Most contested,88,3,Nature's Prophet
6.88F,Most contested,89,3,Clinkz
6.88F,Most contested,90,3,Queen of Pain
6.88F,Most contested,91,2,Gyrocopter
6.88F,Most contested,92,2,Lycan
6.88F,Most contested,93,2,Phoenix
6.88F,Most contested,94,2,Zeus
6.88F,Most contested,95,2,Phantom Lancer
6.88F,Most contested,96,2,Windranger
6.88F,Most contested,97,2,Lone Druid
6.88F,Most contested,98,2,Bristleback
6.88F,Most contested,99,2,Spectre
6.88F,Most contested,100,2,Viper
6.88F,Most contested,101,2,Tusk
6.88F,Most contested,102,1,Underlord
6.88F,Most contested,103,1,Wraith King
6.88F,Most contested,104,1,Lina
6.88F,Most contested,105,1,Arc Warden
6.88F,Most contested,106,1,Necrophos
6.88F,Most contested,107,1,Chaos Knight
6.88F,Most contested,108,1,Brewmaster
6.88F,Most contested,109,1,Visage
6.88F,Most contested,110,1,Shadow Shaman
6.88F,Most contested,111,0,Techies
6.88F,Most banned,1,51,Outworld Devourer
6.88F,Most banned,2,46,Batrider
6.88F,Most banned,3,44,Drow Ranger
6.88F,Most banned,4,32,Lifestealer
6.88F,Most banned,5,30,Sand King
6.88F,Most banned,6,30,Shadow Demon
6.88F,Most banned,7,29,Slardar
6.88F,Most banned,8,27,Juggernaut
6.88F,Most banned,9,26,Io
6.88F,Most banned,10,26,Timbersaw
6.88F,Most banned,11,24,Storm Spirit
6.88F,Most banned,12,22,Ogre Magi
6.88F,Most banned,13,21,Oracle
6.88F,Most banned,14,20,Dark Seer
6.88F,Most banned,15,20,Naga Siren
6.88F,Most banned,16,20,Nyx Assassin
6.88F,Most banned,17,19,Alchemist
6.88F,Most banned,18,18,Warlock
6.88F,Most banned,19,18,Tinker
6.88F,Most banned,20,18,Bounty Hunter
6.88F,Most banned,21,18,Invoker
6.88F,Most banned,22,18,Mirana
6.88F,Most banned,23,17,Faceless Void
6.88F,Most banned,24,17,Axe
6.88F,Most banned,25,15,Slark
6.88F,Most banned,26,14,Ursa Warrior
6.88F,Most banned,27,14,Morphling
6.88F,Most banned,28,14,Luna
6.88F,Most banned,29,13,Riki
6.88F,Most banned,30,12,Sven
6.88F,Most banned,31,12,Omniknight
6.88F,Most banned,32,11,Keeper of the Light
6.88F,Most banned,33,10,Huskar
6.88F,Most banned,34,10,Kunkka
6.88F,Most banned,35,9,Razor
6.88F,Most banned,36,9,Earth Spirit
6.88F,Most banned,37,9,Sniper
6.88F,Most banned,38,9,Undying
6.88F,Most banned,39,8,Beastmaster
6.88F,Most banned,40,8,Puck
6.88F,Most banned,41,8,Rubick
6.88F,Most banned,42,7,Templar Assassin
6.88F,Most banned,43,7,Anti-Mage
6.88F,Most banned,44,7,Phantom Assassin
6.88F,Most banned,45,7,Disruptor
6.88F,Most banned,46,6,Silencer
6.88F,Most banned,47,6,Elder Titan
6.88F,Most banned,48,6,Legion Commander
6.88F,Most banned,49,5,Terrorblade
6.88F,Most banned,50,5,Tidehunter
6.88F,Most banned,51,5,Weaver
6.88F,Most banned,52,5,Dragon Knight
6.88F,Most banned,53,5,Medusa
6.88F,Most banned,54,5,Meepo
6.88F,Most banned,55,5,Witch Doctor
6.88F,Most banned,56,5,Dazzle
6.88F,Most banned,57,5,Chen
6.88F,Most banned,58,4,Clockwerk
6.88F,Most banned,59,4,Ancient Apparition
6.88F,Most banned,60,3,Shadow Fiend
6.88F,Most banned,61,3,Venomancer
6.88F,Most banned,62,3,Pugna
6.88F,Most banned,63,3,Enchantress
6.88F,Most banned,64,3,Magnus
6.88F,Most banned,65,3,Broodmother
6.88F,Most banned,66,2,Abaddon
6.88F,Most banned,67,2,Leshrac
6.88F,Most banned,68,2,Enigma
6.88F,Most banned,69,2,Centaur Warrunner
6.88F,Most banned,70,2,Vengeful Spirit
6.88F,Most banned,71,2,Spirit Breaker
6.88F,Most banned,72,2,Pudge
6.88F,Most banned,73,2,Winter Wyvern
6.88F,Most banned,74,2,Lion
6.88F,Most banned,75,2,Jakiro
6.88F,Most banned,76,2,Death Prophet
6.88F,Most banned,77,1,Doom
6.88F,Most banned,78,1,Phantom Lancer
6.88F,Most banned,79,1,Bloodseeker
6.88F,Most banned,80,1,Lycan
6.88F,Most banned,81,1,Clinkz
6.88F,Most banned,82,1,Tiny
6.88F,Most banned,83,1,Lone Druid
6.88F,Most banned,84,1,Bristleback
6.88F,Most banned,85,1,Crystal Maiden
6.88F,Most banned,86,1,Nature's Prophet
6.88F,Most banned,87,1,Bane
6.88F,Most banned,88,1,Spectre
6.88F,Most banned,89,1,Lich
6.88F,Most banned,90,1,Treant Protector
6.88F,Most banned,91,1,Skywrath Mage
6.88F,Most banned,92,1,Ember Spirit
6.88F,Most banned,93,1,Viper
6.88F,Most banned,94,1,Phoenix
6.88F,Most banned,95,1,Gyrocopter
6.88F,Most banned,96,0,Techies
6.88F,Most banned,97,0,Arc Warden
6.88F,Most banned,98,0,Underlord
6.88F,Most banned,99,0,Queen of Pain
6.88F,Most banned,100,0,Lina
6.88F,Most banned,101,0,Windranger
6.88F,Most banned,102,0,Night Stalker
6.88F,Most banned,103,0,Wraith King
6.88F,Most banned,104,0,Earthshaker
6.88F,Most banned,105,0,Zeus
6.88F,Most banned,106,0,Shadow Shaman
6.88F,Most banned,107,0,Visage
6.88F,Most banned,108,0,Troll Warlord
6.88F,Most banned,109,0,No Ban
6.88F,Most banned,110,0,Chaos Knight
6.88F,Most banned,111,0,Brewmaster
6.88F,Most first-picked,1,11,Ogre Magi
6.88F,Most first-picked,2,9,Sand King
6.88F,Most first-picked,3,9,Batrider
6.88F,Most first-picked,4,8,Shadow Demon
6.88F,Most first-picked,5,7,Warlock
6.88F,Most first-picked,6,6,Drow Ranger
6.88F,Most first-picked,7,5,Rubick
6.88F,Most first-picked,8,5,Slardar
6.88F,Most first-picked,9,4,Io
6.88F,Most first-picked,10,4,Outworld Devourer
6.88F,Most first-picked,11,2,Mirana
6.88F,Most first-picked,12,2,Timbersaw
6.88F,Most first-picked,13,2,Bounty Hunter
6.88F,Most first-picked,14,2,Keeper of the Light
6.88F,Most first-picked,15,2,Nyx Assassin
6.88F,Most first-picked,16,2,Juggernaut
6.88F,Most first-picked,17,2,Earth Spirit
6.88F,Most first-picked,18,2,Oracle
6.88F,Most first-picked,19,1,Axe
6.88F,Most first-picked,20,1,Lifestealer
6.88F,Most first-picked,21,1,Kunkka
6.88F,Most first-picked,22,1,Vengeful Spirit
6.88F,Most first-picked,23,1,Naga Siren
6.88F,Most first-picked,24,1,Elder Titan
6.88F,Most first-picked,25,1,Dark Seer
6.88F,Most first-picked,26,0,Winter Wyvern
6.88F,Most first-picked,27,0,Weaver
6.88F,Most first-picked,28,0,Faceless Void
6.88F,Most first-picked,29,0,Clockwerk
6.88F,Most first-picked,30,0,Luna
6.88F,Most first-picked,31,0,Legion Commander
6.88F,Most first-picked,32,0,Shadow Fiend
6.88F,Most first-picked,33,0,Slark
6.88F,Most first-picked,34,0,Tusk
6.88F,Most first-picked,35,0,Magnus
6.88F,Most first-picked,36,0,Visage
6.88F,Most first-picked,37,0,Disruptor
6.88F,Most first-picked,38,0,Centaur Warrunner
6.88F,Most first-picked,39,0,Undying
6.88F,Most first-picked,40,0,Invoker
6.88F,Most first-picked,41,0,Morphling
6.88F,Most first-picked,42,0,Jakiro
6.88F,Most first-picked,43,0,Silencer
6.88F,Most first-picked,44,0,Riki
6.88F,Most first-picked,45,0,Crystal Maiden
6.88F,Most first-picked,46,0,Spirit Breaker
6.88F,Most first-picked,47,0,Omniknight
6.88F,Most first-picked,48,0,Tidehunter
6.88F,Most first-picked,49,0,Alchemist
6.88F,Most first-picked,50,0,Doom
6.88F,Most first-picked,51,0,Ursa Warrior
6.88F,Most first-picked,52,0,Dazzle
6.88F,Most first-picked,53,0,Sven
6.88F,Most first-picked,54,0,Venomancer
6.88F,Most first-picked,55,0,Lone Druid
6.88F,Most first-picked,56,0,Earthshaker
6.88F,Most first-picked,57,0,Queen of Pain
6.88F,Most first-picked,58,0,Beastmaster
6.88F,Most first-picked,59,0,Leshrac
6.88F,Most first-picked,60,0,Lion
6.88F,Most first-picked,61,0,Witch Doctor
6.88F,Most banned in first ban phase,1,38,Batrider
6.88F,Most banned in first ban phase,2,34,Drow Ranger
6.88F,Most banned in first ban phase,3,30,Outworld Devourer
6.88F,Most banned in first ban phase,4,25,Shadow Demon
6.88F,Most banned in first ban phase,5,23,Io
6.88F,Most banned in first ban phase,6,21,Sand King
6.88F,Most banned in first ban phase,7,18,Slardar
6.88F,Most banned in first ban phase,8,16,Ogre Magi
6.88F,Most banned in first ban phase,9,14,Warlock
6.88F,Most banned in first ban phase,10,11,Oracle
6.88F,Most banned in first ban phase,11,11,Bounty Hunter
6.88F,Most banned in first ban phase,12,10,Nyx Assassin
6.88F,Most banned in first ban phase,13,10,Naga Siren
6.88F,Most banned in first ban phase,14,9,Lifestealer
6.88F,Most banned in first ban phase,15,9,Timbersaw
6.88F,Most banned in first ban phase,16,8,Riki
6.88F,Most banned in first ban phase,17,7,Mirana
6.88F,Most banned in first ban phase,18,7,Axe
6.88F,Most banned in first ban phase,19,7,Dark Seer
6.88F,Most banned in first ban phase,20,6,Omniknight
6.88F,Most banned in first ban phase,21,6,Keeper of the Light
6.88F,Most banned in first ban phase,22,5,Juggernaut
6.88F,Most banned in first ban phase,23,5,Rubick
6.88F,Most banned in first ban phase,24,4,Kunkka
6.88F,Most banned in first ban phase,25,4,Faceless Void
6.88F,Most banned in first ban phase,26,3,Undying
6.88F,Most banned in first ban phase,27,3,Tinker
6.88F,Most banned in first ban phase,28,3,Elder Titan
6.88F,Most banned in first ban phase,29,3,Earth Spirit
6.88F,Most banned in first ban phase,30,3,Alchemist
6.88F,Most banned in first ban phase,31,3,Meepo
6.88F,Most banned in first ban phase,32,2,Luna
6.88F,Most banned in first ban phase,33,2,Venomancer
6.88F,Most banned in first ban phase,34,1,Magnus
6.88F,Most banned in first ban phase,35,1,Chen
6.88F,Most banned in first ban phase,36,1,Huskar
6.88F,Most banned in first ban phase,37,1,Tidehunter
6.88F,Most banned in first ban phase,38,1,Invoker
6.88F,Most banned in first ban phase,39,1,Beastmaster
6.88F,Most banned in first ban phase,40,1,Clockwerk
6.88F,Most banned in first ban phase,41,1,Morphling
6.88F,Most banned in first ban phase,42,1,Terrorblade
6.88F,Most banned in first ban phase,43,1,Spirit Breaker
6.88F,Most banned in first ban phase,44,1,Pudge
6.88F,Most banned in first ban phase,45,1,Anti-Mage
6.88F,Most banned in first ban phase,46,1,Enchantress
6.88F,Most banned in first ban phase,47,1,Legion Commander
6.88F,Most banned in first ban phase,48,1,Abaddon
6.88F,Most banned in first ban phase,49,1,Dazzle
6.88F,Most banned in first ban phase,50,1,Enigma
6.88F,Most banned in first ban phase,51,1,Leshrac
6.88F,Most banned in first ban phase,52,1,Ancient Apparition
6.88F,Most banned in first ban phase,53,1,Ursa Warrior
6.88F,Most banned in first ban phase,54,0,Templar Assassin
6.88F,Most banned in first ban phase,55,0,Disruptor
6.88F,Most banned in first ban phase,56,0,Skywrath Mage
6.88F,Most banned in first ban phase,57,0,Arc Warden
6.88F,Most banned in first ban phase,58,0,Winter Wyvern
6.88F,Most banned in first ban phase,59,0,Phoenix
6.88F,Most banned in first ban phase,60,0,Centaur Warrunner
6.88F,Most banned in first ban phase,61,0,Tusk
6.88F,Most banned in first ban phase,62,0,Bloodseeker
6.88F,Most banned in first ban phase,63,0,Slark
6.88F,Most banned in first ban phase,64,0,Underlord
6.88F,Most banned in first ban phase,65,0,Broodmother
6.88F,Most banned in first ban phase,66,0,Silencer
6.88F,Most banned in first ban phase,67,0,Jakiro
6.88F,Most banned in first ban phase,68,0,Vengeful Spirit
6.88F,Most banned in first ban phase,69,0,Lich
6.88F,Most banned in first ban phase,70,0,Pugna
6.88F,Most banned in first ban phase,71,0,Sniper
6.88F,Most banned in first ban phase,72,0,Nature's Prophet
6.88F,Most banned in first ban phase,73,0,Dragon Knight
6.88F,Most banned in first ban phase,74,0,Night Stalker
6.88F,Most banned in first ban phase,75,0,Doom
6.88F,Most banned in first ban phase,76,0,Crystal Maiden
6.88F,Most banned in first ban phase,77,0,Witch Doctor
6.88F,Most banned in first ban phase,78,0,Bane
6.88F,Most banned in first ban phase,79,0,Clinkz
6.88F,Most banned in first ban phase,80,0,Weaver
6.88F,Most banned in first ban phase,81,0,Treant Protector
6.88F,Most banned in first ban phase,82,0,Earthshaker
6.88F,Most banned in first ban phase,83,0,Gyrocopter
6.88F,Most banned in first ban phase,84,0,Brewmaster
6.88F,Most banned in first ban phase,85,0,Shadow Fiend
6.88F,Most banned in first ban phase,86,0,Death Prophet
6.88F,Most banned in first ban phase,87,0,Lone Druid
6.88F,Most banned in first ban phase,88,0,Sven
6.88F,Most banned in first ban phase,89,0,Razor
6.88e,Highest winrate,1,00,Pugna
6.88e,Highest winrate,2,82,Shadow Fiend
6.88e,Highest winrate,3,80,Jakiro
6.88e,Highest winrate,4,75,Leshrac
6.88e,Highest winrate,5,71,Abaddon
6.88e,Highest winrate,6,69,Rubick
6.88e,Highest winrate,7,67,Crystal Maiden
6.88e,Highest winrate,8,67,Death Prophet
6.88e,Highest winrate,9,67,Undying
6.88e,Highest winrate,10,65,Bounty Hunter
6.88e,Highest winrate,11,64,Weaver
6.88e,Highest winrate,12,64,Alchemist
6.88e,Highest winrate,13,63,Centaur Warrunner
6.88e,Highest winrate,14,63,Doom
6.88e,Highest winrate,15,63,Night Stalker
6.88e,Highest winrate,16,61,Outworld Devourer
6.88e,Highest winrate,17,61,Omniknight
6.88e,Highest winrate,18,61,Ursa Warrior
6.88e,Highest winrate,19,60,Nature's Prophet
6.88e,Highest winrate,20,60,Phoenix
6.88e,Highest winrate,21,60,Lion
6.88e,Highest winrate,22,59,Batrider
6.88e,Highest winrate,23,59,Warlock
6.88e,Highest winrate,24,58,Naga Siren
6.88e,Highest winrate,25,58,Puck
6.88e,Highest winrate,26,57,Nyx Assassin
6.88e,Highest winrate,27,57,Skywrath Mage
6.88e,Highest winrate,28,57,Drow Ranger
6.88e,Highest winrate,29,56,Spectre
6.88e,Highest winrate,30,56,Mirana
6.88e,Highest winrate,31,55,Io
6.88e,Highest winrate,32,55,Winter Wyvern
6.88e,Highest winrate,33,55,Slardar
6.88e,Highest winrate,34,54,Earth Spirit
6.88e,Highest winrate,35,54,Anti-Mage
6.88e,Highest winrate,36,54,Vengeful Spirit
6.88e,Highest winrate,37,54,Slark
6.88e,Highest winrate,38,54,Spirit Breaker
6.88e,Highest winrate,39,54,Ogre Magi
6.88e,Highest winrate,40,53,Medusa
6.88e,Highest winrate,41,53,Beastmaster
6.88e,Highest winrate,42,52,Tinker
6.88e,Highest winrate,43,51,Riki
6.88e,Highest winrate,44,51,Luna
6.88e,Highest winrate,45,50,Silencer
6.88e,Highest winrate,46,50,Faceless Void
6.88e,Highest winrate,47,50,Lina
6.88e,Highest winrate,48,50,Enchantress
